Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2020-12-24 00:00:00+05:30,489.35238536828535,587.2228624419424,489.35238536828535,581.54638671875,37066792,0.0,0.0,BECTORFOOD.NS
2020-12-28 00:00:00+05:30,591.43128252213,610.7117785020467,526.8367674882596,547.2427978515625,12523905,0.0,0.0,BECTORFOOD.NS
2020-12-29 00:00:00+05:30,541.2238383534708,552.4300219988298,506.08830668916295,510.247802734375,6256476,0.0,0.0,BECTORFOOD.NS
2020-12-30 00:00:00+05:30,508.92656145656264,526.5432501223668,496.35019718548944,503.7883605957031,5803600,0.0,0.0,BECTORFOOD.NS
2020-12-31 00:00:00+05:30,506.7733023326678,513.7710651165527,499.13941730913683,503.3967590332031,2382600,0.0,0.0,BECTORFOOD.NS
2021-01-01 00:00:00+05:30,505.0116964822649,508.38824012094193,490.575800119642,491.99493408203125,2117248,0.0,0.0,BECTORFOOD.NS
2021-01-04 00:00:00+05:30,492.48433881588994,494.63747176790514,457.54456043554814,460.13812255859375,3119301,0.0,0.0,BECTORFOOD.NS
2021-01-05 00:00:00+05:30,450.20419809252473,479.4674649949989,440.5150267592908,465.7166748046875,4837879,0.0,0.0,BECTORFOOD.NS
2021-01-06 00:00:00+05:30,465.8634967746966,471.4421262251715,451.868029722033,454.2658386230469,1166890,0.0,0.0,BECTORFOOD.NS
2021-01-07 00:00:00+05:30,451.28080906818406,458.08278980622237,445.4085800103487,446.1426086425781,713031,0.0,0.0,BECTORFOOD.NS
2021-01-08 00:00:00+05:30,447.26811009203243,457.935986831847,444.03839608002386,447.0723571777344,955664,0.0,0.0,BECTORFOOD.NS
2021-01-11 00:00:00+05:30,455.0977571901702,455.0977571901702,441.3958892317565,443.8426513671875,789630,0.0,0.0,BECTORFOOD.NS
2021-01-12 00:00:00+05:30,441.3958885898084,441.3958885898084,425.73661094582405,427.4004211425781,1304843,0.0,0.0,BECTORFOOD.NS
2021-01-13 00:00:00+05:30,427.6940460669274,434.44710397865396,417.9069969578444,419.913330078125,720330,0.0,0.0,BECTORFOOD.NS
2021-01-14 00:00:00+05:30,418.8856550834315,435.9151126576758,413.45385538164936,429.5046081542969,1253003,0.0,0.0,BECTORFOOD.NS
2021-01-15 00:00:00+05:30,428.6727494772153,450.10638097753537,428.6727494772153,439.4874267578125,1588383,0.0,0.0,BECTORFOOD.NS
2021-01-18 00:00:00+05:30,443.353299942038,443.353299942038,422.80049795797004,424.708984375,455523,0.0,0.0,BECTORFOOD.NS
2021-01-19 00:00:00+05:30,430.0918101639037,434.25130531106834,424.7578573810485,425.4429626464844,363002,0.0,0.0,BECTORFOOD.NS
2021-01-20 00:00:00+05:30,425.44300433371075,430.1407756013894,420.8430796555119,422.1643371582031,370929,0.0,0.0,BECTORFOOD.NS
2021-01-21 00:00:00+05:30,420.8430572976177,422.8004668664438,398.43072370809847,401.1221618652344,2927474,0.0,0.0,BECTORFOOD.NS
2021-01-22 00:00:00+05:30,401.2689687282354,418.78777870648906,385.6096918998165,388.1053771972656,1827611,0.0,0.0,BECTORFOOD.NS
2021-01-25 00:00:00+05:30,388.7904835159982,392.0691505840092,368.9717112285244,384.09271240234375,1026018,0.0,0.0,BECTORFOOD.NS
2021-01-27 00:00:00+05:30,383.65231658817106,387.37138322026095,375.8716007715084,378.2694396972656,562871,0.0,0.0,BECTORFOOD.NS
2021-01-28 00:00:00+05:30,371.90781275431317,383.11399432254257,371.5652601111312,375.8226318359375,463043,0.0,0.0,BECTORFOOD.NS
2021-01-29 00:00:00+05:30,379.73747932870606,381.4502128050598,364.56755425243045,366.96539306640625,382485,0.0,0.0,BECTORFOOD.NS
2021-02-01 00:00:00+05:30,364.07817918603894,374.1588265013682,362.70799846371744,368.1887512207031,639305,0.0,0.0,BECTORFOOD.NS
2021-02-02 00:00:00+05:30,373.8652945117696,400.241405116161,370.58662692405466,396.5223083496094,1499601,0.0,0.0,BECTORFOOD.NS
2021-02-03 00:00:00+05:30,401.26895551229984,410.2240981800711,394.02654619122745,402.541259765625,1023770,0.0,0.0,BECTORFOOD.NS
2021-02-04 00:00:00+05:30,406.35826810047456,414.92193558925635,402.6391717275825,409.5879821777344,685406,0.0,0.0,BECTORFOOD.NS
2021-02-05 00:00:00+05:30,414.97079084907944,417.8090284921965,400.8774492088765,402.100830078125,658799,0.0,0.0,BECTORFOOD.NS
2021-02-08 00:00:00+05:30,408.9029090679495,412.91560526686527,400.2903176044705,401.5626220703125,803027,0.0,0.0,BECTORFOOD.NS
2021-02-09 00:00:00+05:30,404.205073133458,404.8901784248318,386.5883871373266,388.6925964355469,734358,0.0,0.0,BECTORFOOD.NS
2021-02-10 00:00:00+05:30,390.4542908126884,390.5032141054712,378.0247279404467,381.009765625,680537,0.0,0.0,BECTORFOOD.NS
2021-02-11 00:00:00+05:30,381.2055073113715,385.60967876939765,377.97579352256537,378.9544982910156,445939,0.0,0.0,BECTORFOOD.NS
2021-02-12 00:00:00+05:30,381.69487260218335,388.4479297592973,379.6395865454008,382.7714538574219,698854,0.0,0.0,BECTORFOOD.NS
2021-02-15 00:00:00+05:30,383.6522761357446,387.0288195947335,378.61195246107263,383.7501525878906,302556,0.0,0.0,BECTORFOOD.NS
2021-02-16 00:00:00+05:30,383.4076352473512,385.16929207741185,373.4737867275653,376.11627197265625,464991,0.0,0.0,BECTORFOOD.NS
2021-02-17 00:00:00+05:30,374.35460259288817,379.6396027736004,372.10359340019454,376.75244140625,372380,0.0,0.0,BECTORFOOD.NS
2021-02-18 00:00:00+05:30,377.7800726375536,401.2689890709766,373.71845347781453,397.1584167480469,1136869,0.0,0.0,BECTORFOOD.NS
2021-02-19 00:00:00+05:30,397.9902624813136,409.9304718343908,391.4818821638786,394.9073486328125,808501,0.0,0.0,BECTORFOOD.NS
2021-02-22 00:00:00+05:30,397.9903288952073,397.9903288952073,385.2182423053716,386.8330993652344,300877,0.0,0.0,BECTORFOOD.NS
2021-02-23 00:00:00+05:30,386.5884490248003,407.09232934421004,386.3437727912403,396.6690979003906,876903,0.0,0.0,BECTORFOOD.NS
2021-02-24 00:00:00+05:30,399.70304927645566,403.66682178513344,393.92869671430793,397.69671630859375,234201,0.0,0.0,BECTORFOOD.NS
2021-02-25 00:00:00+05:30,398.9200612662334,402.7370038099692,394.4180134518046,399.55621337890625,316326,0.0,0.0,BECTORFOOD.NS
2021-02-26 00:00:00+05:30,393.439363672451,399.16479322182204,387.9096870471126,391.6287536621094,470941,0.0,0.0,BECTORFOOD.NS
2021-03-01 00:00:00+05:30,396.3755223582397,396.3755223582397,381.89070040186056,383.89703369140625,648802,0.0,0.0,BECTORFOOD.NS
2021-03-02 00:00:00+05:30,386.588419532177,391.9223729639423,384.6799331089247,386.88201904296875,407258,0.0,0.0,BECTORFOOD.NS
2021-03-03 00:00:00+05:30,388.5458257107006,398.33287421726743,385.6097111587306,386.49053955078125,617417,0.0,0.0,BECTORFOOD.NS
2021-03-04 00:00:00+05:30,385.65859798762176,391.4819032454778,384.6309699386819,387.4692077636719,354768,0.0,0.0,BECTORFOOD.NS
2021-03-05 00:00:00+05:30,387.4692264946222,391.971274573122,384.63098853242684,385.4139404296875,360583,0.0,0.0,BECTORFOOD.NS
2021-03-08 00:00:00+05:30,385.7076154192004,388.3501007858231,381.6949192687319,382.0863952636719,253632,0.0,0.0,BECTORFOOD.NS
2021-03-09 00:00:00+05:30,383.1629955665717,388.98630208229014,376.8503365660939,378.70989990234375,367294,0.0,0.0,BECTORFOOD.NS
2021-03-10 00:00:00+05:30,381.64596966176646,383.358703155806,377.53539732899094,378.0247497558594,206693,0.0,0.0,BECTORFOOD.NS
2021-03-12 00:00:00+05:30,382.4289702167661,382.4289702167661,371.95681500335144,372.8865966796875,301892,0.0,0.0,BECTORFOOD.NS
2021-03-15 00:00:00+05:30,372.88653506059626,374.2077925363196,362.75693423698476,367.1121826171875,322568,0.0,0.0,BECTORFOOD.NS
2021-03-16 00:00:00+05:30,367.014295970655,373.71842975059224,365.6930385316207,367.25897216796875,331543,0.0,0.0,BECTORFOOD.NS
2021-03-17 00:00:00+05:30,368.9227521623256,368.9227521623256,354.29110480944234,355.22088623046875,282740,0.0,0.0,BECTORFOOD.NS
2021-03-18 00:00:00+05:30,362.952716642907,362.952716642907,341.61693199020425,344.8955993652344,421042,0.0,0.0,BECTORFOOD.NS
2021-03-19 00:00:00+05:30,344.5041367928686,344.89561279295606,330.3129152488442,338.485107421875,411857,0.0,0.0,BECTORFOOD.NS
2021-03-22 00:00:00+05:30,337.0659237280113,348.41890526641185,334.765961497797,340.09991455078125,480365,0.0,0.0,BECTORFOOD.NS
2021-03-23 00:00:00+05:30,342.54666454969737,348.3699697941218,335.69573125870346,338.04461669921875,340605,0.0,0.0,BECTORFOOD.NS
